timestamp,station_name,latitude,longitude,pm25,pm10,no2,so2,co,o3,aqi
2024-01-01 00:00:00,Delhi Central,28.6139,77.209,499.0,796.755024864873,53.792709938009985,18.68666738866051,1.8841842994116464,23.649913926689546,499
2024-01-01 01:00:00,Delhi Central,28.6139,77.209,422.365129517646,757.4801924768303,48.80211936244654,17.966094469465688,2.4731371583346036,10.614204872449415,468
2024-01-01 02:00:00,Delhi Central,28.6139,77.209,499.0,737.3654964720536,58.86338318276474,17.036047689862205,1.9607369420072356,18.803859860210878,499
2024-01-01 03:00:00,Delhi Central,28.6139,77.209,389.1763644213323,693.4287473885636,52.48808286400796,20.88085998720043,1.9424771985799023,5.798367085715483,455
2024-01-01 04:00:00,Delhi Central,28.6139,77.209,424.8802437116001,753.6146610998692,54.20248887238182,19.207343171308672,2.0463577488186053,9.482557427247214,469
2024-01-01 05:00:00,Delhi Central,28.6139,77.209,423.8176353132276,656.6061793095819,48.06588490245063,19.785436576601555,2.1485461610668906,27.420734763190236,469
2024-01-01 06:00:00,Delhi Central,28.6139,77.209,499.0,871.528355681901,56.91791903273955,20.33289444350232,2.270445258829044,23.578007067857246,499
2024-01-01 07:00:00,Delhi Central,28.6139,77.209,420.0638762280752,648.4421372960794,54.13267788601328,22.013724209695518,2.1745770229820525,16.875233728667144,468
2024-01-01 08:00:00,Delhi Central,28.6139,77.209,415.2743536200953,648.6432719653736,47.395291598887574,22.537022813405777,1.7439938352737125,21.970665395522374,466
2024-01-01 09:00:00,Delhi Central,28.6139,77.209,492.3382803825541,882.4806603899899,59.13882021527078,19.666269446561422,2.5955881909165757,24.133889973043274,496
2024-01-01 10:00:00,Delhi Central,28.6139,77.209,476.2255616037801,835.8816031829192,51.95731171318588,19.032185272072972,2.3014257753868304,14.864270015458873,490
2024-01-01 11:00:00,Delhi Central,28.6139,77.209,430.36280915983264,643.4328423782376,57.888691032255096,20.2786898726026,1.819344193562185,24.265905862564132,472
2024-01-01 12:00:00,Delhi Central,28.6139,77.209,436.76515421616256,761.3672182445379,61.026234887549336,18.49092807916787,2.142768308429393,22.102414893816842,474
2024-01-01 13:00:00,Delhi Central,28.6139,77.209,423.09150500443786,608.2785441014397,55.888572282248646,19.226942275017567,1.9800288825055856,14.34445545841989,469
2024-01-01 14:00:00,Delhi Central,28.6139,77.209,419.1587463518225,726.8405843857522,53.33599864518645,16.744320991946207,1.8874508317148075,13.452629124982941,467
2024-01-01 15:00:00,Delhi Central,28.6139,77.209,453.5245172358382,703.2323881339156,64.15481137754162,22.476033307146935,2.437160930801193,24.142085003619243,481
2024-01-01 16:00:00,Delhi Central,28.6139,77.209,490.7546878323769,833.7533506790298,62.105188430786974,21.945563265257398,2.2516129793422985,14.540669201994262,496
